"firm_alias","mortgage_id","mortgage_expiry_date","mortgage_type","mortgage_state","mortgage_closed_date"
"Elderless","00937c27-33da-44cc-b8b3-8a983a2ab71c","2025-08-31","owner-occupied","redeemed","2025-09-16"
"Elderless","0095a7fa-3302-488d-8af5-b8c1af71ac0e","2031-05-05","buy-to-let","open",""
"Hidecreek","0097dde3-db1e-4c6c-96ea-f2112a177a30","2029-11-14","commercial-buy-to-let","open",""
"Elderless","009a0401-7067-418a-aa05-cf6a4b544c73","2025-05-31","owner-occupied","switched","2025-03-27"
"Elderless","009df46e-e122-4865-a4d3-f03ec73916f8","2026-02-22","buy-to-let","redeemed","2026-02-25"
"Roast Ham","009e7f41-0a9a-4de4-8f80-74c50c87bc1a","2028-04-30","owner-occupied","open",""
"Hidecreek","00a2db54-eadd-46f6-b68e-202bf45f7f15","2028-05-04","commercial-buy-to-let","redeemed","2026-05-22"
"Roast Ham","00aa4a38-2105-4579-8288-c74db5ef858b","2026-02-28","owner-occupied","redeemed","2026-03-06"
"Elderless","00ad7512-4d7c-4ff4-9060-533947b0849e","2027-08-24","buy-to-let","open",""
"Elderless","00b2a875-c68b-4c35-a975-2342c113a0c9","2025-08-31","buy-to-let","open",""
"Elderless","00b6452f-9cf5-4b13-af28-1552e4a1cf1f","2027-03-31","buy-to-let","redeemed","2026-02-24"
"Elderless","00b7db7d-dcbd-4ee4-a197-5acfcdc8401c","2027-02-28","buy-to-let","open",""
"Elderless","00b8e0bc-92e6-4e28-83d1-d93dc963500d","2029-10-27","buy-to-let","open",""
"Hidecreek","00bb05b5-4210-4bec-85c9-c9426c4a537e","2029-04-29","buy-to-let","open",""
"Roast Ham","00c5f4b6-de0a-4566-b32e-ba7222f7c8ab","2026-12-31","owner-occupied","open",""
"Elderless","00c6821a-9d41-4006-a901-e450e4155223","2027-03-31","owner-occupied","switched","2025-04-02"
"Roast Ham","00c99f31-2774-4385-8081-82cd192f7134","2027-02-28","owner-occupied","open",""
"Hidecreek","00ccc396-39d5-4808-955c-b3bfea4afa0d","2026-04-19","buy-to-let","open",""
"Elderless","00cd249a-b369-4bf5-9bbb-3acdd8b362d0","2028-12-17","owner-occupied","open",""
"Elderless","00cec7ea-ba5d-4eeb-8ad0-aaaae584e907","2025-05-31","buy-to-let","switched","2025-04-01"
"Roast Ham","00d54262-6f0a-4789-8d2d-34ee19dd08ba","2025-12-31","owner-occupied","switched","2025-12-30"
"Elderless","00d729fe-9805-4e71-b520-1b699239a20a","2025-11-30","buy-to-let","switched","2025-11-01"
"Elderless","00d75ebe-ce57-4c2c-977c-1e4099e91d3a","2026-06-30","buy-to-let","switched","2026-03-13"
"Elderless","00d92c47-3b6e-44cc-bd60-3d238ce993ff","2030-11-19","buy-to-let","open",""
"Elderless","00e25b8a-d019-4f0c-a981-9c0e533d0c0d","2026-05-20","buy-to-let","redeemed","2026-05-23"
"Elderless","00e2e9b5-36d5-443b-8174-948c1343d5bc","2028-01-06","buy-to-let","open",""
"Roast Ham","00e4a50f-6a4c-48d3-ab2f-c89f7e9fd478","2027-11-30","owner-occupied","open",""
"Elderless","00e67754-0a13-4ebc-9cd3-3211d52d75bb","2030-06-17","buy-to-let","open",""
"Roast Ham","00e79ea7-573f-4037-a3e1-ab7017cf7bed","2027-05-31","owner-occupied","open",""
"Elderless","00e84727-3b59-4f6d-bc67-5df7ed233ecf","2027-07-28","buy-to-let","open",""
"Elderless","00e89cca-f8d8-45b3-ba90-5bd00444a061","2027-08-22","buy-to-let","open",""
"Elderless","00e9ea31-886b-49f7-af75-f8fa25cbc299","2025-05-31","buy-to-let","switched","2025-06-03"
"Elderless","00ec36c8-a181-4455-b3b7-99d880b3fe0a","2027-02-20","buy-to-let","open",""
"Roast Ham","00edc89a-419d-41cc-a724-70af059d87cb","2027-09-30","owner-occupied","open",""
"Roast Ham","00ee9053-c3bf-40f8-9c57-8529a8100789","2026-01-31","owner-occupied","open",""
"Elderless","00ef93fa-243c-463d-b7d4-a0dd4078f300","2030-05-13","buy-to-let","open",""
"Elderless","00f05ceb-af04-4849-8108-65cc9ea8caae","2027-01-12","owner-occupied","open",""
"Elderless","00f231ce-4477-4d55-8a68-59e5b86f8b3c","2025-07-31","buy-to-let","redeemed","2024-12-06"
"Elderless","00f25f5d-eadf-45c1-b262-a018cd17472a","2029-07-03","buy-to-let","open",""
"Hidecreek","00f5d2c5-ce94-416c-8cdc-50015a962040","2029-03-28","buy-to-let","open",""
"Elderless","00f61610-2e1b-4ab9-9001-a22c39c16d3a","2027-01-02","buy-to-let","open",""
"Elderless","00f68db5-795c-47fd-9aaa-e52c1502c614","2026-09-30","buy-to-let","open",""
"Elderless","00f73f90-ce89-4040-aad4-b8a7a1682149","2029-11-13","owner-occupied","open",""
"Elderless","00f7b8c5-64ba-451b-a29d-99c7f055e34b","2025-06-30","owner-occupied","redeemed","2025-07-03"
"Hidecreek","00f88d0d-21e2-45ce-a461-0f760c6bc634","2027-01-31","semi-commercial-buy-to-let","open",""
"Elderless","00fa8909-b3eb-4957-a43f-b8b49ef8621d","2030-06-11","owner-occupied","open",""
"Roast Ham","00fbcd66-39ab-4fb3-a9e4-6afe4c3c4f4d","2030-02-28","owner-occupied","redeemed","2025-10-21"
"Elderless","01004823-d338-4dd0-bc67-a4c9ad7de0b7","2026-08-31","owner-occupied","open",""
"Hidecreek","010923e0-19f9-44d3-a351-57810ec4649a","2030-01-06","buy-to-let","open",""
"Elderless","01125f1a-0a5f-4270-9193-1bbbfb81ac9b","2026-10-31","buy-to-let","open",""
"Elderless","01126045-f2df-439f-9b09-0c546cbbac6b","2029-01-22","buy-to-let","open",""
"Elderless","01126d5e-c0cc-49c2-8067-8a0fbfd0b51f","2025-11-26","buy-to-let","open",""
"Roast Ham","0112ead0-4570-4f13-bc22-654771ce0436","2028-10-31","owner-occupied","redeemed","2024-08-30"
"Hidecreek","0112f60b-87f2-4c12-a4d7-0eeff7342924","2028-07-28","commercial-buy-to-let","open",""
"Elderless","0114acc9-2192-460a-af7b-34d3a0b5f485","2027-11-30","owner-occupied","open",""
"Elderless","0116e044-6e33-403b-aa95-3332b0fcc353","2027-06-30","owner-occupied","open",""
"Hidecreek","01173560-b3f4-4715-95b9-f875f3942358","2028-02-20","buy-to-let","switched","2026-02-24"
"Elderless","01181b95-5616-486b-a003-88996e8ccbd8","2026-12-31","buy-to-let","open",""
"Roast Ham","0119be95-85d0-49b4-b3d3-49e82ec5eb2d","2029-05-31","owner-occupied","open",""
"Elderless","011b088e-e5b2-4741-825e-ff76681c9c90","2025-12-31","buy-to-let","redeemed","2025-12-18"
"Elderless","011bc8f1-5370-4f74-946e-0dd33676ad23","2030-08-19","buy-to-let","open",""
"Elderless","011c4aef-df73-41e2-887b-5873abf7bd4f","2025-08-31","owner-occupied","switched","2025-06-16"
"Elderless","011ed663-2351-4ab9-a5c5-3b88243907e9","2027-03-30","buy-to-let","open",""
"Elderless","011efa76-0ce7-49b6-b531-aa26881fc8a6","2026-04-08","buy-to-let","open",""
"Elderless","012619d5-1b12-4734-ae4d-364401084733","2029-09-30","owner-occupied","open",""
"Roast Ham","0127d124-b554-4f4c-9b01-eef07cff3659","2027-08-31","owner-occupied","open",""
"Hidecreek","0129ace7-f5c0-49c6-987c-04b95fc9b884","2026-06-08","commercial-buy-to-let","open",""
"Elderless","012a0e2d-eb7c-4cec-a341-5bb97e2886c1","2025-11-30","buy-to-let","redeemed","2026-03-06"
"Roast Ham","012b72bb-ca97-4d04-9433-519f09cb1238","2027-02-28","buy-to-let","open",""
"Roast Ham","012f2928-081b-41bc-b975-91f752b9340d","2029-08-31","owner-occupied","redeemed","2025-03-19"
"Elderless","01334c5a-2f06-467c-86bb-b121cda6242a","2030-11-27","owner-occupied","open",""
"Roast Ham","01349ded-6b1b-432c-b1f3-574d6f7572c2","2031-06-30","buy-to-let","open",""
"Elderless","013588b2-5aff-4925-9473-b8151d1f585a","2030-03-31","buy-to-let","open",""
"Hidecreek","013a4249-9b88-4da6-b14f-80fec2b82638","2025-12-21","buy-to-let","switched","2025-12-22"
"Hidecreek","013b79f7-8868-4528-89b7-380c387f9351","2027-08-01","buy-to-let","open",""
"Elderless","013d7085-0d53-4d97-89b6-1ca1c0d1519f","2027-09-19","owner-occupied","open",""
"Elderless","01401b60-6542-4adc-8ea3-b4a3d0afc248","2025-07-13","buy-to-let","redeemed","2025-07-23"
"Elderless","0149f0dd-f909-4682-bd2c-60f6deae4998","2027-07-31","buy-to-let","open",""
"Elderless","0151d0d5-d4fc-430e-af77-3be1efdc8b81","2026-04-30","owner-occupied","switched","2026-02-10"
"Elderless","01536ab5-62e3-426b-b9cc-23d218fc634f","2027-08-31","buy-to-let","open",""
"Elderless","0155209f-09a9-4f44-9657-ac2f368484f9","2025-06-30","buy-to-let","switched","2025-03-21"
"Roast Ham","0155ed1f-8b43-40a3-b46c-b4cdd57966e7","2026-02-28","owner-occupied","redeemed","2026-03-03"
"Elderless","015727cf-15f1-4c6c-9ffa-534c00cc33a1","2026-08-31","owner-occupied","open",""
"Roast Ham","015886d3-5ef6-4c37-ad78-8ea295f1b19f","2028-10-31","owner-occupied","open",""
"Elderless","01597543-d7d8-4222-ab28-7c12540abc0b","2030-04-08","buy-to-let","open",""
"Elderless","015a4de8-f2b1-4fd9-98ce-49ac42050d96","2030-07-31","buy-to-let","open",""
"Hidecreek","015bfb34-29b7-4779-81b8-f10a59e1b5fd","2029-11-21","buy-to-let","open",""
"Elderless","015c9885-171f-42c0-a9af-909f047d49ed","2028-02-29","owner-occupied","open",""
"Roast Ham","015e9622-07bc-4679-8f0c-db89566d9df4","2027-04-30","owner-occupied","open",""
"Elderless","016134e4-4568-44b2-9419-3040eb3f10a3","2027-07-21","buy-to-let","open",""
"Elderless","0162a33a-b525-4d66-a42b-a86d374caa7e","2029-04-01","buy-to-let","open",""
"Roast Ham","01634eb3-d8a0-4d48-b502-452339a47608","2026-11-30","owner-occupied","open",""
"Roast Ham","0165f84b-a2e9-4d1f-9831-d2140273af8c","2026-11-30","owner-occupied","open",""
"Elderless","01669578-63e6-413a-ab7a-8a9562e83243","2027-03-31","buy-to-let","open",""
"Elderless","016a5a2f-a0d8-4d5b-bc00-8d4445721746","2030-08-28","buy-to-let","open",""
"Elderless","017084d7-7ac3-4698-835d-6428100d503e","2025-12-31","buy-to-let","switched","2025-12-11"
"Roast Ham","01719ff6-328d-41ec-9b7e-ddc3716a8ff5","2026-11-30","owner-occupied","open",""
"Roast Ham","01745853-5b68-41de-a619-4cd41abac11b","2026-01-18","buy-to-let","switched","2026-01-07"
"Elderless","017693a7-6538-4d01-a5d5-7c42da6b61a5","2027-06-30","buy-to-let","open",""
"Roast Ham","01774ead-03e3-417f-83e1-20d92977e34a","2026-08-31","buy-to-let","redeemed","2025-08-07"
"Elderless","01796d1d-3279-4d75-9397-9eaab106f57a","2027-10-28","buy-to-let","open",""
"Elderless","017e02cd-293c-487e-aa17-4fb03fe4a778","2028-08-31","buy-to-let","open",""
"Elderless","017e93f3-97c0-45a7-abf7-19453e39bc44","2027-03-25","buy-to-let","open",""
"Elderless","017f98b7-f197-4abf-ac59-73bed6c2eb44","2027-12-04","buy-to-let","open",""
"Elderless","01821c87-7d7b-4c2c-86e2-7cf2ca4d0504","2025-06-04","buy-to-let","open",""
"Elderless","01863538-b409-4f23-b2bf-091e9026dcc2","2029-02-14","buy-to-let","open",""
"Hidecreek","01874f05-7578-47f0-9c85-cd6cff96595b","2027-03-16","buy-to-let","open",""
"Roast Ham","018876ff-254d-4e04-83a0-5f37de995943","2029-03-31","owner-occupied","open",""
"Elderless","01891661-357e-4160-a07b-c0dcebaceb27","2029-10-23","owner-occupied","open",""
"Roast Ham","018c519f-8d24-4ff7-9847-adf27224521f","2026-04-21","buy-to-let","redeemed","2026-04-23"
"Hidecreek","04bf9ab5-2597-4485-bee6-93222aafc0ea","2030-09-16","buy-to-let","open",""
"Elderless","04c0c08d-2e0c-4fd6-8e5a-34522179328b","2027-08-31","buy-to-let","open",""
"Roast Ham","04c4a099-61c2-42f2-94b6-dccbb1fcabcf","2027-10-31","owner-occupied","open",""
"Roast Ham","04c57b43-0d84-43b9-bab4-52e1dd462459","2027-11-30","buy-to-let","open",""
"Hidecreek","04ccc236-5fa2-4172-b3b1-a4b08a90e6e1","2027-04-29","buy-to-let","open",""
"Elderless","04ce053e-08aa-4440-acd0-2180edae4192","2026-06-30","owner-occupied","switched","2026-03-11"
"Roast Ham","04d0de5e-f017-4f8c-912a-62744adcdc4d","2028-12-31","owner-occupied","open",""
"Elderless","04d7d360-1b53-420d-a7f2-a4f6da46364a","2026-09-25","buy-to-let","open",""
"Elderless","04dcc20a-bfd1-4a25-a69e-e1992c882ecd","2026-05-31","buy-to-let","switched","2026-04-10"
"Roast Ham","04dce8ee-6dc7-4b48-a21b-ecec0225390d","2025-10-31","owner-occupied","switched","2025-10-29"
"Elderless","04de0a37-cd61-4eff-a2c0-6ff5e60a83be","2027-03-15","buy-to-let","open",""
"Elderless","04e38271-67c5-4a4e-9bf9-99e8221f9d9f","2028-03-09","buy-to-let","open",""
"Roast Ham","04e4a944-6b6d-445c-9f6d-cdf93ab8cb0d","2026-10-31","buy-to-let","open",""
"Elderless","04e5876f-6dc0-46b8-b927-dfefd475a6bb","2027-03-23","owner-occupied","open",""
"Roast Ham","04e5ca7f-ec96-4990-8fc9-cdf4c5a57327","2027-12-31","buy-to-let","open",""
"Elderless","04ed8517-016b-4c14-bb51-b2844e945de2","2030-03-27","buy-to-let","open",""
"Elderless","04f12577-223a-4b2f-812d-6dff50e99c73","2026-06-30","buy-to-let","open",""
"Elderless","04f13d8b-35ad-48f9-aa88-d6645816afb0","2030-06-25","buy-to-let","open",""
"Roast Ham","04f5a2c9-251e-4eeb-a248-0b737448dcdb","2030-09-30","owner-occupied","open",""
"Hidecreek","04f774ad-5c60-4802-82e6-46174b08d970","2027-05-05","buy-to-let","open",""
"Roast Ham","04f9e68f-ac7f-46d4-8d04-3bbfc4a5e8d9","2025-08-31","buy-to-let","switched","2025-10-18"
"Roast Ham","050268e9-9940-40be-848c-57e337e703e1","2027-02-28","owner-occupied","open",""
"Hidecreek","05032de9-ff87-42f8-8652-539dc239960f","2025-11-20","buy-to-let","open",""
"Hidecreek","05038a9e-4987-4cc8-a0f4-227bde20a5be","2025-12-08","buy-to-let","redeemed","2026-03-25"
"Elderless","05046b2c-5eeb-4243-8680-63422afd4be2","2025-07-31","owner-occupied","redeemed","2025-06-16"
"Roast Ham","0507748a-baf7-428d-891d-ef8aa2ce5ac2","2027-05-31","owner-occupied","open",""
"Elderless","05080707-b140-4005-98a9-49dee82e57b2","2029-10-31","owner-occupied","open",""
"Roast Ham","050cedcf-f8c5-4c35-bfe5-da6d3279acd3","2029-01-31","owner-occupied","open",""
"Elderless","0510e2e2-8289-4c14-93e2-0411ba223ed0","2026-10-31","buy-to-let","open",""
"Elderless","0516c3f9-8006-476d-95e6-d16c5a7ad6ce","2025-12-28","buy-to-let","redeemed","2025-12-10"
"Elderless","0519e7bf-d0b8-4cea-9d06-08b5febea3df","2028-08-23","owner-occupied","open",""
"Roast Ham","051ac763-802e-4806-8d71-42dc5d1bf193","2030-09-30","buy-to-let","open",""
"Roast Ham","051c40c1-8dd8-405d-8c38-329d29bce095","2026-06-30","buy-to-let","switched","2026-03-19"
"Elderless","051cc25f-7d00-4c28-b756-e190551b6710","2031-03-31","owner-occupied","open",""
"Elderless","051daab8-9a3b-4f49-b3fe-51db75b54738","2026-12-31","buy-to-let","open",""
"Elderless","051e8bcf-8e7a-4e21-95ff-78caf37de147","2027-12-31","buy-to-let","open",""
"Elderless","051f2415-b381-42c7-b5f6-4c3ebe3521e0","2027-10-23","buy-to-let","open",""
"Elderless","051f2a1e-d9d2-4019-a778-968c9b406fab","2025-06-14","buy-to-let","redeemed","2025-06-18"
"Elderless","051fcdca-cef2-44eb-b944-73437dddc4f0","2029-03-26","buy-to-let","open",""
"Elderless","0526c3a2-f36f-48d9-bfd3-889b7e9ac940","2027-08-28","owner-occupied","open",""
"Hidecreek","052c27e5-7370-48d4-824d-9ae4402cdffb","2029-03-01","buy-to-let","open",""
"Hidecreek","052c8b09-0e21-40ea-89c1-d7ea0a877bdc","2030-10-29","buy-to-let","open",""
"Elderless","0534d98e-5ad4-41e7-b01c-ab5ba2e83eb2","2027-10-31","buy-to-let","switched","2026-03-25"
"Roast Ham","0534fbb3-2484-4742-b225-b53e74fb1920","2027-01-31","owner-occupied","open",""
"Elderless","0535ba12-08fb-481d-9522-bb08f10f6ddb","2027-12-31","owner-occupied","open",""
"Hidecreek","0537b0d5-12e1-4bae-b360-5538526efd8d","2029-04-26","buy-to-let","open",""
"Elderless","05401b19-60a1-4d8a-91e6-450ba8b2f04c","2029-12-19","buy-to-let","open",""
"Roast Ham","0540d260-b4b2-4bcd-871a-a1d5eaac4070","2027-07-31","owner-occupied","open",""
"Roast Ham","05428fd9-ffd8-4149-a38c-eb1ed9ffe8a4","2030-03-31","buy-to-let","open",""
"Elderless","054b343d-2f6d-45e9-b012-afb5bffea6a1","2029-05-20","buy-to-let","open",""
"Elderless","054c6ade-627b-4dae-89be-10ae47523e1a","2030-03-19","buy-to-let","open",""
"Elderless","054f3804-fb8a-4fc0-bea3-23cf983f23d9","2029-02-28","buy-to-let","open",""
"Roast Ham","0550c69c-3484-4ed9-b12e-2068a1d62526","2027-05-31","owner-occupied","open",""
"Hidecreek","05572cbd-47c5-4586-84f5-c3c4ed4df47e","2030-06-02","buy-to-let","open",""
"Roast Ham","055a214d-02d3-4952-9446-4c05cda113fc","2026-06-30","buy-to-let","open",""
"Hidecreek","055d6fc0-2cf9-4556-b9a7-ef67fe7c37cf","2029-12-04","buy-to-let","open",""
"Elderless","0564c51a-c72a-421d-8db4-77ba710c2618","2028-12-07","buy-to-let","open",""
"Elderless","056ad842-3a17-456a-bb94-6d2d89c9062d","2030-11-05","owner-occupied","open",""
"Hidecreek","056d656f-b663-49db-8f2b-b0e68dcf94ca","2026-04-07","buy-to-let","open",""
"Roast Ham","05702577-faeb-4b2c-bbfb-cc886478ace4","2025-06-30","owner-occupied","redeemed","2025-07-02"
"Roast Ham","0570b7c2-9b79-4118-a290-65076fa6b2ce","2029-07-31","buy-to-let","open",""
"Roast Ham","0572d745-629b-4448-97af-e0ee86238677","2027-01-31","owner-occupied","open",""
"Elderless","05730950-01f2-47ee-b6a4-4c269aa921e9","2031-02-05","buy-to-let","open",""
"Elderless","057392cb-c8b7-48f8-bcc5-ee2e3ad14264","2030-03-05","buy-to-let","open",""
"Elderless","0578bc6b-5c2c-4f7b-9402-1dcdf80524a8","2025-06-30","buy-to-let","switched","2025-08-30"
"Elderless","057983aa-f1c1-4724-81ef-79cd7a0f9738","2027-10-09","buy-to-let","open",""
"Elderless","057a2963-93ff-4be6-ac3e-b1ad48c8a69c","2027-02-28","buy-to-let","open",""
"Roast Ham","057b0663-3daf-43c9-adbb-c0e0fd0e163c","2026-03-31","owner-occupied","switched","2026-03-03"
"Elderless","057cd66d-d655-4465-a6fe-079ed83b6e7b","2029-04-15","owner-occupied","open",""
"Roast Ham","057eb8c2-96a1-4e32-9e03-d38a7f81fd9c","2029-03-31","owner-occupied","open",""
"Hidecreek","0582f6bb-961e-43e3-a3de-80eedb3b57db","2028-10-06","commercial-buy-to-let","open",""
"Roast Ham","0583a071-a4f4-43bf-a7d2-be21ccb7e036","2026-12-31","owner-occupied","open",""
"Elderless","0586f17a-88c2-4143-a993-8624f65048fb","2030-07-23","buy-to-let","open",""
"Elderless","05874334-f376-4b06-846c-320e3953ddf6","2029-01-18","owner-occupied","open",""
"Roast Ham","05875f1e-e033-4cc8-8ddf-23e2af6b620b","2028-02-29","buy-to-let","open",""
"Roast Ham","058771b5-b13a-4be6-92a2-047cd0f31c76","2028-02-29","owner-occupied","open",""
"Elderless","058a9ce4-3a7e-44c4-950e-62deced2c4f5","2026-08-31","buy-to-let","open",""
"Roast Ham","058bf3ad-f132-4182-8db3-6fa5587e9605","2029-07-31","buy-to-let","open",""
"Elderless","058d6c85-23dc-448e-9a71-63cc78912d06","2025-06-30","owner-occupied","redeemed","2025-10-09"
"Hidecreek","05917ef6-9d04-4caf-8af6-4a7f52860dd9","2029-12-20","buy-to-let","open",""
"Roast Ham","0591bf59-a57a-42a6-be1c-3c3a09cf2b02","2025-11-30","owner-occupied","redeemed","2025-12-03"
"Elderless","059291c0-224e-419f-9995-de6002f11e86","2027-01-12","owner-occupied","open",""
"Roast Ham","05953b95-a29c-4aed-bdbb-c36349056232","2027-11-30","owner-occupied","open",""
"Roast Ham","06972041-d8f0-4b5d-b907-603bb43b354c","2026-06-30","buy-to-let","open",""
"Elderless","06993ea2-9b99-43b7-ab2b-a776c3227407","2027-06-30","owner-occupied","open",""
"Elderless","06997fce-863f-410a-8276-17b4fdda79c5","2031-02-04","buy-to-let","open",""
"Elderless","069b1800-ac0c-4e3a-bd5a-a677743621f2","2030-11-30","owner-occupied","open",""
"Elderless","069f39fd-e00d-4690-ae94-b4491adb39f6","2029-02-07","buy-to-let","open",""
"Roast Ham","069f4149-5d6b-4b45-84fb-b5d1fc23132f","2028-05-31","owner-occupied","open",""
"Roast Ham","06a6e158-c83d-465e-a269-b4ce15e0c2ce","2029-10-31","owner-occupied","open",""
"Roast Ham","06a77bf6-a227-488b-b69d-d1d9dad5f696","2027-08-31","buy-to-let","open",""
"Elderless","06aa8474-a912-4b4c-ab1b-bf45bfa9d756","2026-12-22","buy-to-let","open",""
"Elderless","06ae9eb9-65b2-45bb-95b0-11d1e5f11dd6","2027-02-28","owner-occupied","open",""
"Elderless","06b37286-3d9b-4972-8cba-4ea02b67d6ea","2027-09-30","buy-to-let","open",""
"Elderless","06b61180-0b6a-4a6a-9f70-28eaeb4520fc","2029-12-12","owner-occupied","open",""
"Elderless","06b61294-d20f-4a42-859c-1ce759c60ac8","2027-09-30","owner-occupied","open",""
"Elderless","06b621ae-7279-4b2e-89f4-9a81724177bb","2028-03-31","buy-to-let","open",""
"Roast Ham","06b9e95c-b34e-4cf1-ad6b-41edd2c1d21c","2029-07-31","owner-occupied","open",""
"Roast Ham","06ba2afe-89fb-4e51-ae6e-ceb5b8bc9197","2026-12-31","buy-to-let","redeemed","2025-09-27"
"Elderless","06bedb58-1b0a-46e8-9e67-2ef69ed3d6f6","2028-10-26","buy-to-let","open",""
"Roast Ham","06bee72c-6c13-4a0d-b30e-edbe50892f2e","2027-11-30","owner-occupied","open",""
"Elderless","06c0cde8-93a7-4711-9257-8236e9949de2","2029-05-23","buy-to-let","open",""
"Elderless","06c0e103-d99c-42a4-b5f3-3b55aa107dcd","2031-04-19","buy-to-let","open",""
"Elderless","06c5e4d5-a58b-4302-81d7-4baee8d319eb","2028-04-12","buy-to-let","open",""
"Roast Ham","06c724ae-aed1-47f5-bef2-64c9f8556c46","2028-07-31","buy-to-let","open",""
"Elderless","06d244f1-64c6-49ba-bf2d-98ae039dab59","2028-02-26","buy-to-let","open",""
"Elderless","06d30a08-77cf-4600-9425-d2a33d7aaad1","2027-06-22","buy-to-let","open",""
"Elderless","06d47cb9-722d-4d6d-b2ff-dadb2e4c3ff1","2026-02-28","owner-occupied","redeemed","2026-03-03"
"Elderless","06d75ed9-0fc4-4a8d-b65b-c4b7e98fb787","2029-07-31","owner-occupied","open",""
"Elderless","06e350ce-5fc0-4e77-9a3c-96b270439174","2029-03-01","buy-to-let","open",""
"Roast Ham","06e3e29e-32c1-4319-bca3-fb29fc5fbb1d","2027-09-30","owner-occupied","open",""
"Elderless","06e5dbb9-8817-422c-84f6-e349e28f1b3d","2026-01-18","buy-to-let","switched","2026-03-07"
"Roast Ham","06e6c92f-92ff-4122-ae3c-a646a99681fe","2029-02-28","owner-occupied","open",""
"Elderless","06eae58f-0c59-48fd-9e4c-088c428db660","2028-01-31","owner-occupied","open",""
"Elderless","06ed9278-0feb-41e1-92a8-33f433fcaf26","2031-05-04","buy-to-let","open",""
"Roast Ham","06ef398f-1f5f-45f2-8bf0-a0c6fe55822e","2029-05-31","buy-to-let","open",""
"Roast Ham","06f0d86a-8cf9-4928-92f2-bad218dcc44e","2029-06-30","buy-to-let","open",""
"Elderless","06f17596-f66f-4509-9826-3a14e07f67d1","2027-07-31","owner-occupied","open",""
"Roast Ham","06f42d55-7d77-4bed-85ac-608a66c740d5","2028-03-31","owner-occupied","open",""
"Roast Ham","06f4428c-1f40-4782-a288-f3977f3cfbaf","2027-05-31","owner-occupied","open",""
"Roast Ham","06f79956-e0f4-4ea6-bd12-9f7ab8c02465","2026-11-30","owner-occupied","open",""
"Elderless","06f7e6e8-2de4-420a-8da0-8f2b5f3f4c73","2027-06-30","owner-occupied","open",""
"Elderless","06fc1121-8611-467b-8e7b-9a958ddffefe","2026-08-05","buy-to-let","open",""
"Roast Ham","06fc2db5-2581-44fb-ad40-629faaaaa228","2029-03-31","owner-occupied","open",""
"Roast Ham","06fcf47c-f1d2-435c-9c07-dca563a5ff79","2028-12-31","owner-occupied","open",""
"Roast Ham","06ffb468-6759-4634-b16b-76554c46c666","2027-02-28","owner-occupied","open",""
"Elderless","0708c853-b1b3-4fa5-ac77-f4fcd3c2b0e2","2026-01-31","buy-to-let","switched","2025-11-21"
"Roast Ham","070d4059-2a48-459f-8e9a-2bfd373238c5","2027-08-31","owner-occupied","open",""
"Elderless","070ef57e-09ba-4272-bef0-d26c013eb550","2028-06-30","buy-to-let","open",""
"Roast Ham","070f2245-12cc-4e16-91d0-4b9b694d9759","2029-08-31","owner-occupied","open",""
"Elderless","070f4de6-3728-4afd-bc94-bc4f5433d8f2","2026-03-31","owner-occupied","redeemed","2026-04-07"
"Hidecreek","070f899f-937b-4db5-bd00-845d0892e54d","2029-04-18","buy-to-let","open",""
"Hidecreek","0711b3aa-8912-4a29-8326-38120e586a92","2027-10-12","buy-to-let","open",""
"Roast Ham","071d8f5f-73d6-4b02-b3a2-693427cb7722","2028-06-30","owner-occupied","open",""
"Elderless","0721d39f-3e0b-4756-aa53-f3ec6041c658","2026-04-30","owner-occupied","switched","2026-03-28"
"Roast Ham","072300b9-30d2-4319-b8d7-aef1d80ba888","2025-11-30","owner-occupied","redeemed","2025-12-03"
"Elderless","07238e49-26b9-4566-9a91-7025eb68ab59","2029-03-31","owner-occupied","redeemed","2026-04-29"
"Elderless","07316ac1-922f-49ae-aeed-0a8a83f29026","2026-04-30","owner-occupied","open",""
"Roast Ham","0734af45-1d13-411c-90ca-a509f7794794","2027-08-31","owner-occupied","open",""
"California","0737ae96-7b53-4f95-8e7e-49aa8ab69c15","2029-07-31","buy-to-let","open",""
"Elderless","07384d90-6f95-4457-b145-828a486b190b","2025-08-31","owner-occupied","switched","2025-06-20"
"Hidecreek","073b475f-5fca-479e-9203-7569b6abb2bb","2028-02-22","buy-to-let","redeemed","2025-09-09"
"Elderless","073d250e-35e9-44c4-9f12-566438393b3a","2031-04-29","buy-to-let","open",""
"Elderless","073ee0eb-9397-4f9d-89cf-d33421cc1829","2027-09-30","buy-to-let","open",""
"Elderless","073f9079-bc1e-48bc-8e80-352a354c38cc","2027-04-30","buy-to-let","open",""
"Hidecreek","073fd4f1-ae99-4e07-a455-9330fe45dd74","2027-02-27","buy-to-let","open",""
"Elderless","0742ef09-772a-4775-b037-d7cf4fb20fa4","2030-05-29","buy-to-let","open",""
"Roast Ham","07437081-7c21-411e-8bc9-7a0c8f33e8ea","2029-06-30","buy-to-let","open",""
"Elderless","0743ed1d-a2b5-4ab8-8942-808e5572f1de","2027-10-20","buy-to-let","open",""
"Elderless","074e4ef0-2d6d-4ff8-8db4-e1ac0958ab5e","2028-11-05","buy-to-let","open",""
